,SEG,BU,Platform,Product Category,Product Line,Product Set
45800,BLS,BDB,Research Reagents,Research Core Sirigen,Sirigen - OptiBuild,Sirigen - OptiBuild (Flow Cytometry)
45804,BLS,BDB,Research Reagents,Research Core Sirigen,Sirigen - OptiBuild,Sirigen - OptiBuild (Flow Cytometry)
45806,BLS,BDB,Research Reagents,Research Core Cobalt,Cobalt YG OptiBuild,RY775 OptiBuild
45807,BLS,BDB,Research Reagents,Research Core Cobalt,Cobalt Blue OptiBuild,RB670 OptiBuild
45808,BLS,BDB,Research Reagents,Research Core Cobalt,Cobalt Blue OptiBuild,RB613 OptiBuild
45811,BLS,BDB,Research Reagents,Research Core Cobalt,Cobalt Blue OptiBuild,RB670 OptiBuild
45814,BLS,BDB,Research Reagents,Research Core Cobalt,Cobalt Blue OptiBuild,RB545 OptiBuild
45815,BLS,BDB,Research Reagents,Research Core Cobalt,Cobalt Blue OptiBuild,RB670 OptiBuild
45816,BLS,BDB,Research Reagents,Research Core Cobalt,Cobalt Blue Support,Antibody Controls
45817,BLS,BDB,Research Reagents,Research Core Cobalt,Cobalt Blue OptiBuild,RB670 OptiBuild
45819,BLS,BDB,Research Reagents,Research Core Cobalt,Cobalt YG OptiBuild,RY775 OptiBuild
45820,BLS,BDB,Research Reagents,Research Core Cobalt,Cobalt YG OptiBuild,RY703 OptiBuild
45821,BLS,BDB,Research Reagents,Research Core Cobalt,Cobalt YG OptiBuild,RY703 OptiBuild
45823,BLS,BDB,Research Reagents,Research Core Cobalt,Cobalt Blue OptiBuild,RB613 OptiBuild
45824,BLS,BDB,Research Reagents,Research Core Cobalt,Cobalt YG OptiBuild,RY775 OptiBuild
45825,BLS,BDB,Research Reagents,Research Core Cobalt,Cobalt Blue OptiBuild,RB670 OptiBuild
45826,BLS,BDB,Research Reagents,Research Core Sirigen,Sirigen - OptiBuild,Sirigen - OptiBuild (Flow Cytometry)
45828,BLS,BDB,Research Reagents,Research Core Cobalt,Cobalt Blue OptiBuild,RB670 OptiBuild
45829,BLS,BDB,Research Reagents,Research Core Cobalt,Cobalt Blue OptiBuild,RB613 OptiBuild
45831,BLS,BDB,Research Reagents,Research Core Cobalt,Cobalt Blue OptiBuild,RB744 OptiBuild
45832,BLS,BDB,Research Reagents,Research Core Sirigen,Sirigen - OptiBuild,Sirigen - OptiBuild (Flow Cytometry)
45834,BLS,BDB,Research Reagents,Research Core Sirigen,Sirigen - OptiBuild,Sirigen - OptiBuild (Flow Cytometry)
45835,BLS,BDB,Research Reagents,Research Core Cobalt,Cobalt Blue OptiBuild,RB670 OptiBuild
45836,BLS,BDB,Research Reagents,Research Core Cobalt,Cobalt Blue OptiBuild,RB670 OptiBuild
45838,BLS,BDB,Research Reagents,Research Core Non-Sirigen,Non Sirigen - Support (Flow Cytometry),Non Sirigen - Support (Flow Cytometry)
45840,BLS,BDB,Research Reagents,Research Core Cobalt,Cobalt Blue OptiBuild,RB613 OptiBuild
45842,BLS,BDB,Research Reagents,Research Core Cobalt,Cobalt Blue MTS,RB780 MTS
45843,BLS,BDB,Single Cell Multiomics,SCM Reagents,BD AbSeq,AbSeq - MTS vials
45848,BLS,BDB,Single Cell Multiomics,SCM Reagents,BD AbSeq,AbSeq - MTS vials
45849,BLS,BDB,Single Cell Multiomics,SCM Reagents,BD AbSeq,AbSeq - MTS vials
45855,BLS,BDB,Research Reagents,Research Core Cobalt,Cobalt Blue OptiBuild,RB670 OptiBuild
45857,BLS,BDB,Research Reagents,Research Core Sirigen,Sirigen - OptiBuild,Sirigen - OptiBuild (Flow Cytometry)
45858,BLS,BDB,Research Reagents,Research Core Cobalt,Cobalt Blue OptiBuild,RB670 OptiBuild
45859,BLS,BDB,Research Reagents,Research Core Cobalt,Cobalt Blue OptiBuild,RB670 OptiBuild
45860,BLS,BDB,Research Reagents,Research Non-Core,Non-Flow Cytometry - Assays,Non-Flow Cytometry - Assays
45861,BLS,BDB,Research Reagents,Research Core Cobalt,Cobalt YG MTS,RY655 MTS
45863,BLS,BDB,Research Reagents,Research Core Sirigen,Sirigen - OptiBuild,Sirigen - OptiBuild (Flow Cytometry)
45864,BLS,BDB,Research Reagents,Research Core Sirigen,Sirigen - OptiBuild,Sirigen - OptiBuild (Flow Cytometry)
45865,BLS,BDB,Research Reagents,Research Core Cobalt,Cobalt Blue OptiBuild,RB780 OptiBuild
45866,BLS,BDB,Research Reagents,Research Core Cobalt,Cobalt Blue OptiBuild,RB545 OptiBuild
45868,BLS,BDB,Research Reagents,Research Core Sirigen,Sirigen - OptiBuild,Sirigen - OptiBuild (Flow Cytometry)
45870,BLS,BDB,Research Reagents,Research Core Cobalt,Cobalt Blue OptiBuild,RB670 OptiBuild
45871,BLS,BDB,Research Reagents,Research Core Cobalt,Cobalt Blue OptiBuild,RB613 OptiBuild
45873,BLS,BDB,Research Reagents,Research Core Cobalt,Cobalt Blue Support,Antibody Controls
45875,BLS,BDB,Research Reagents,Research Core Sirigen,Sirigen - OptiBuild,Sirigen - OptiBuild (Flow Cytometry)
45876,BLS,BDB,Clinical Reagents,Cancer Reagents,Cancer,CAN Single Color
45878,BLS,BDB,Research Reagents,Research Core Non-Sirigen,Non Sirigen - Immune Function (Flow Cytometry),Non Sirigen - Immune Function (Flow Cytometry)
