,SEG,BU,Business Unit,Sub BU,Sub Business Unit,Platform ID,Platform,Product Category ID,Product Category,Product Line ID,Product Line,Product Set ID,Product Set,Product Subset ID,Product Subset ,Material ID,Material Description,Material ID Description,BU + Material, FY 25 Actual Revenue , FY 25 Actual Units , COMMENTS ,CAT 12
37103,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022200,FACSMelody,PH220070033000,FACSMelody Options,PH220070041048,FACSMelody Options,PH220070051192,FACSMelody Other Options and Upgrades,661898,BAKER BD404XD SterilGard e3 BSC EX US,661898-BAKER BD404XD SterilGard e3 BSC EX US,BDB-661898,"$144,647 ",7,Matched by Material ID,pyxis
37105,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111460,Lab Automation,PH211146021000,Lab Automation - PC Adjustment,PH211146032150,Lab Automation - PC Adjustment,PH211146041039,Lab Automation - PC Adjustment,PH211146051068,Lab Automation - PC Adjustment,496146,BD Kiestra Gateway,496146-BD Kiestra Gateway,DS-496146,"$113,632 ",7,Classified by ML model,pyxis
37109,BDI,UCC,Urology and Critical Care,UCC,Urology and Critical Care,2401511,Targeted Temperature Management,PH240151121000,Arctic Sun,PH240151131000,Arctic Sun-Hardware,PH240151141026,Arctic Sun-Hrdware Repl Parts,PH240151151001,Arctic Sun-Hrdware Repl Parts,40408200,SPARE PART AS6000 CTRL PANEL,40408200-SPARE PART AS6000 CTRL PANEL,UCC-40408200,"$50,883 ",7,Matched by Material ID,pyxis
37110,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022550,FACSDiscover S8,PH220070034350,FACSDiscover S8 Options,PH220070041079,FACSDiscover S8 Options,PH220070051234,FACSDiscover S8 Options,VQF-1950DR-CA-CS,Instrument Table,VQF-1950DR-CA-CS-Instrument Table,BDB-VQF-1950DR-CA-CS,"$45,783 ",7,Matched by Material ID,pyxis
37128,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111006,Informatics,PH211100621000,Informatics,PH211100631000,Synapsys,PH211100641003,Synapsys Hardware,PH211100651003,Synapsys Hardware,444878,NUC GENERIC CONFIGURATION COMPUTER,444878-NUC GENERIC CONFIGURATION COMPUTER,DS-444878,"$7,422 ",7,Matched by Material ID,pyxis
37129,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111006,Informatics,PH211100621000,Informatics,PH211100436650,Other Informatics,PH211100441296,DMS (Japan),PH211100451534,DMS (Japan),252856,MDMS Client NOTE PC (WIN10) JAPAN,252856-MDMS Client NOTE PC (WIN10) JAPAN,DS-252856,"$7,279 ",7,Classified by ML model,pyxis
37910,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111006,Informatics,PH211100621000,Informatics,PH211100436600,Epicenter,PH211100441290,Epicenter Hardware,PH211100451521,Epicenter Hardware,441019,COMPUTER MONITOR DATALINK,441019-COMPUTER MONITOR DATALINK,DS-441019,"$1,000 ",7,Matched by Material ID,pyxis
38052,BLS,BDB,Biosciences,BDB,Biosciences,2200200,Clinical Instruments,PH220020023200,FACSCanto,PH220020035950,FACSCanto Options,PH220020041124,FACSCanto Loader,PH220020051327,FACSCanto Loader,338313,FACSCanto Loader Option IVD,338313-FACSCanto Loader Option IVD,BDB-338313, $-   ,7,Matched by Material ID,pyxis
38053,BLS,BDB,Biosciences,BDB,Biosciences,2200200,Clinical Instruments,PH220055021002,Cytognos Software,PH220055031005,Cytognos BBDD,PH220055041021,Cytognos BBDD,PH220055051034,Cytognos BBDD,CYT-INF-EFDB-PROM,Promotional code EuroFlow? Database Accesses,CYT-INF-EFDB-PROM-Promotional code EuroFlow? Database Accesses,BDB-CYT-INF-EFDB-PROM, $-   ,7,Classified by ML model,pyxis
38064,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2118000,Cancer,PH211800021000,Cytology,PH211800031150,All Other Instruments,PH211800041009,FocalPoint Instrument Accessories,PH211800051016,Spares - FocalPoint,490140,Kit Lab Startup,490140-Kit Lab Startup,DS-490140, $-   ,7,Classified by ML model,pyxis
38065,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2118000,Cancer,PH211800021000,Cytology,PH211800031150,All Other Instruments,PH211800041009,FocalPoint Instrument Accessories,PH211800051016,Spares - FocalPoint,490145,Kit Focalpoint Germany Belgium Austria,490145-Kit Focalpoint Germany Belgium Austria,DS-490145, $-   ,7,Classified by ML model,pyxis
38066,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2118000,Cancer,PH211800021000,Cytology,PH211800031150,All Other Instruments,PH211800041009,FocalPoint Instrument Accessories,PH211800051016,Spares - FocalPoint,490165,Kit Barcode Reader Handheld,490165-Kit Barcode Reader Handheld,DS-490165, $-   ,7,Classified by ML model,pyxis
38069,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111006,Informatics,PH211100621000,Informatics,PH211100631000,Synapsys,PH211100641003,Synapsys Hardware,PH211100651003,Synapsys Hardware,444895,NUC COMPUTER HARDEN OP SYSTEM,444895-NUC COMPUTER HARDEN OP SYSTEM,DS-444895,"($2,202)",7,Matched by Material ID,pyxis
38072,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022300,FACSymphony Analyzers,PH220070033200,FACSymphony A5 Sorp Instrument,PH220070041053,FACSymphony A5 Sorp Instrument,PH220070051198,FACSymphony A5 Sorp Instrument,660964,FACSymphony A5 Special Order System,660964-FACSymphony A5 Special Order System,BDB-660964,"$2,654,993 ",6,Matched by Material ID,pyxis
38074,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070021950,Accuri,PH220070032350,Accuri Instrument,PH220070041035,Accuri Instrument,PH220070051168,Accuri C6 Plus Instrument,661311,C6 Plus System & PC,661311-C6 Plus System & PC,BDB-661311,"$251,552 ",6,Matched by Material ID,pyxis
38075,BDI,UCC,Urology and Critical Care,UCC,Urology and Critical Care,2401511,Targeted Temperature Management,PH240151121000,Arctic Sun,PH240151131000,Arctic Sun-Hardware,PH240151141000,Arctic Sun-Hardware,PH240151151000,Arctic Sun-Hardware,50000102,ARCTIC SUN 5000 UK,50000102-ARCTIC SUN 5000 UK,UCC-50000102,"$190,809 ",6,Matched by Material ID,pyxis
38076,BLS,BDB,Biosciences,BDB,Biosciences,2200200,Clinical Instruments,PH220020023350,FACSLyric,PH220020036550,FACSLyric Options,PH220020041139,FACSLyric Options,PH220020051354,FACSLyric Other Options and Upgrades,662852,Kit Upgrade FACSLyric 8 to 12 Color,662852-Kit Upgrade FACSLyric 8 to 12 Color,BDB-662852,"$186,585 ",6,Matched by Material ID,pyxis
38077,BDI,UCC,Urology and Critical Care,UCC,Urology and Critical Care,2401511,Targeted Temperature Management,PH240151121000,Arctic Sun,PH240151131000,Arctic Sun-Hardware,PH240151141000,Arctic Sun-Hardware,PH240151151000,Arctic Sun-Hardware,5000-00-00,ARCTIC SUN 5000,5000-00-00-ARCTIC SUN 5000,UCC-5000-00-00,"$80,450 ",6,Matched by Material ID,pyxis
38078,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022050,FACSAria,PH220070032650,FACSAria Options,PH220070041041,FACSAria Options,PH220070051185,FACSAria Other Options and Upgrades,649592,Kit NON NUV 405nm LSR Upgrade Aria I-III,649592-Kit NON NUV 405nm LSR Upgrade Aria I-III,BDB-649592,"$55,216 ",6,Matched by Material ID,pyxis
38081,BLS,BDB,Biosciences,BDB,Biosciences,2200200,Clinical Instruments,PH220055021002,Cytognos Software,PH220055031006,Cytognos Infinicyt,PH220055041022,Cytognos Infinicyt,PH220055051036,Cytognos Upgrades,ECC##BDB177,Infinicyt upgrade (from 1.8) 5DB,ECC##BDB177-Infinicyt upgrade (from 1.8) 5DB,BDB-ECC##BDB177,"$30,561 ",6,Classified by ML model,pyxis
38095,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111006,Informatics,PH211100621000,Informatics,PH211100436650,Other Informatics,PH211100441296,DMS (Japan),PH211100451534,DMS (Japan),252065,PRINTER COLOR LASER DMS JAPAN,252065-PRINTER COLOR LASER DMS JAPAN,DS-252065,"$14,014 ",6,Classified by ML model,pyxis
38107,BDI,UCC,Urology and Critical Care,UCC,Urology and Critical Care,2401511,Targeted Temperature Management,PH240151121000,Arctic Sun,PH240151131000,Arctic Sun-Hardware,PH240151141026,Arctic Sun-Hrdware Repl Parts,PH240151151001,Arctic Sun-Hrdware Repl Parts,40307900,MANIFOLD HARNESS,40307900-MANIFOLD HARNESS,UCC-40307900,"$7,032 ",6,Matched by Material ID,pyxis
38109,BDI,UCC,Urology and Critical Care,UCC,Urology and Critical Care,2401511,Targeted Temperature Management,PH240151121000,Arctic Sun,PH240151131000,Arctic Sun-Hardware,PH240151141026,Arctic Sun-Hrdware Repl Parts,PH240151151001,Arctic Sun-Hrdware Repl Parts,40412100,SPARE PART AS6000 CNNECT PCB,40412100-SPARE PART AS6000 CNNECT PCB,UCC-40412100,"$6,372 ",6,Matched by Material ID,pyxis
38211,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111006,Informatics,PH211100621000,Informatics,PH211100436600,Epicenter,PH211100441290,Epicenter Hardware,PH211100451521,Epicenter Hardware,441002,Computer System Epicenter F/G,441002-Computer System Epicenter F/G,DS-441002,"$2,790 ",6,Matched by Material ID,pyxis
38266,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111006,Informatics,PH211100621000,Informatics,PH211100631000,Synapsys,PH211100641003,Synapsys Hardware,PH211100651003,Synapsys Hardware,252817,SYNAPSYS STARTER KIT,252817-SYNAPSYS STARTER KIT,DS-252817,"$2,585 ",6,Classified by ML model,pyxis
38537,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111006,Informatics,PH211100621000,Informatics,PH211100436600,Epicenter,PH211100441290,Epicenter Hardware,PH211100451521,Epicenter Hardware,252282,COMPUTER STAND FOR EPI CENTER,252282-COMPUTER STAND FOR EPI CENTER,DS-252282,"$2,046 ",6,Matched by Material ID,pyxis
38827,BLS,BDB,Biosciences,BDB,Biosciences,2200200,Clinical Instruments,PH220020023300,FACSDuet,PH220020036250,FACSDuet Options,PH220020041132,FACSDuet Options,PH220020051337,FACSDuet Other Options and Upgrades,664848,Tube Adapter Type S (10),664848-Tube Adapter Type S (10),BDB-664848,"$1,549 ",6,Matched by Material ID,pyxis
38857,BDI,UCC,Urology and Critical Care,UCC,Urology and Critical Care,2401511,Targeted Temperature Management,PH240151121000,Arctic Sun,PH240151131000,Arctic Sun-Hardware,PH240151141026,Arctic Sun-Hrdware Repl Parts,PH240151151001,Arctic Sun-Hrdware Repl Parts,40234100,CASTER WITH BRAKE,40234100-CASTER WITH BRAKE,UCC-40234100,"$1,472 ",6,Matched by Material ID,pyxis
39144,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401110,Oncology,PH240111021005,Vacuum Assisted,PH240111031015,Encor Capital,PH240111041057,Encor Enspire Capital,PH240111051072,Encor Enspire Capital,AC4004,EU TRAY HOOK,AC4004-EU TRAY HOOK,PI-AC4004,$738 ,6,Matched by Material ID,pyxis
39145,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401110,Oncology,PH240111021005,Vacuum Assisted,PH240111031015,Encor Capital,PH240111041057,Encor Enspire Capital,PH240111051072,Encor Enspire Capital,AC4003,EU VERT PROBE HOLDER,AC4003-EU VERT PROBE HOLDER,PI-AC4003,$738 ,6,Matched by Material ID,pyxis
39215,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401110,Oncology,PH240111021005,Vacuum Assisted,PH240111031015,Encor Capital,PH240111041057,Encor Enspire Capital,PH240111051072,Encor Enspire Capital,AC4002,EU REMOVABLE TRAY,AC4002-EU REMOVABLE TRAY,PI-AC4002,$523 ,6,Matched by Material ID,pyxis
39288,BDM,MMS,Medication Management Solutions (MMS),MMS,Infusion Systems,2306004,CME,PH230600421007,POC Systems,PH230600431043,CME BODYGUARD C VISION - Placement,PH230600441137,Drug Infusion - Placement,PH230600451183,Ambulatory LVP CME - Placement,L999-803BDEN,Loaner BD BodyGuard Pain Manager Infusion Pump,L999-803BDEN-Loaner BD BodyGuard Pain Manager Infusion Pump,MMS-L999-803BDEN, $-   ,6,Matched by Material ID,pyxis
39289,BLS,BDB,Biosciences,BDB,Biosciences,2200100,Single Cell Multiomics,PH220010021150,SCM Instruments,PH220010031700,Rhapsody Scanner RR,PH220010041027,Rhapsody Scanner RR,PH220010051029,Rhapsody Scanner RR,#BDBPLANMAT_RHAPSCANNER_RR,Rhapsody Scanner RR Plcmt,#BDBPLANMAT_RHAPSCANNER_RR-Rhapsody Scanner RR Plcmt,BDB-#BDBPLANMAT_RHAPSCANNER_RR, $-   ,6,Matched by Material ID,pyxis
39290,BLS,BDB,Biosciences,BDB,Biosciences,2200200,Clinical Instruments,PH220020023200,FACSCanto,PH220020035900,FACSCanto Instrument RR,PH220020041121,FACSCanto Instrument RR,PH220020051324,FACSCanto Instrument RR,#BDBPLANMAT_0026,Description - #BDBPlanMat_0026,#BDBPLANMAT_0026-Description - #BDBPlanMat_0026,BDB-#BDBPLANMAT_0026, $-   ,6,Classified by ML model,pyxis
39294,BLS,BDB,Biosciences,BDB,Biosciences,2200200,Clinical Instruments,PH220020023300,FACSDuet,PH220020036300,FACSDuet RR,PH220020041133,FACSDuet RR,PH220020051338,FACSDuet - Base Instrument RR,#BDBPLANMAT_DUET_RR,Duet RR,#BDBPLANMAT_DUET_RR-Duet RR,BDB-#BDBPLANMAT_DUET_RR, $-   ,6,Classified by ML model,pyxis
39322,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111006,Informatics,PH211100621000,Informatics,PH211100436600,Epicenter,PH211100441290,Epicenter Hardware,PH211100451521,Epicenter Hardware,257334,STARTER GROUP EPICENTER CLIENT EUROPE,257334-STARTER GROUP EPICENTER CLIENT EUROPE,DS-257334, $-   ,6,Classified by ML model,pyxis
39338,BLS,BDB,Biosciences,BDB,Biosciences,2200200,Clinical Instruments,PH220020023350,FACSLyric,PH220020036350,FACSLyric Instrument,PH220020041135,FACSLyric Instrument,PH220020051348,FACSLyric RUO Instrument - 12 Color,666882,FACSLyric 3L12C CN-IVD,666882-FACSLyric 3L12C CN-IVD,BDB-666882,"$687,463 ",5,Classified by ML model,pyxis
39339,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421550,ID/AST,PH211100435900,BioTyper Instr - Sale,PH211100441247,BioTyper Sales,PH211100451429,LT MALDI-TOF Sales,1845471,IR Biotyper,1845471-IR Biotyper,DS-1845471,"$454,611 ",5,Matched by Material ID,pyxis
39345,BDI,UCC,Urology and Critical Care,UCC,Urology and Critical Care,2401511,Targeted Temperature Management,PH240151121000,Arctic Sun,PH240151131000,Arctic Sun-Hardware,PH240151141000,Arctic Sun-Hardware,PH240151151000,Arctic Sun-Hardware,50000000,ARCTIC SUN 5000,50000000-ARCTIC SUN 5000,UCC-50000000,"$213,293 ",5,Matched by Material ID,pyxis
39346,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022200,FACSMelody,PH220070033000,FACSMelody Options,PH220070041048,FACSMelody Options,PH220070051192,FACSMelody Other Options and Upgrades,662471,FACSMelody Violet Laser Upgrade 3V,662471-FACSMelody Violet Laser Upgrade 3V,BDB-662471,"$167,124 ",5,Matched by Material ID,pyxis
39348,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022050,FACSAria,PH220070032650,FACSAria Options,PH220070041041,FACSAria Options,PH220070051185,FACSAria Other Options and Upgrades,649580,Kit 561nm Laser Upgrade Aria III,649580-Kit 561nm Laser Upgrade Aria III,BDB-649580,"$109,964 ",5,Matched by Material ID,pyxis
39350,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2118000,Cancer,PH211800021000,Cytology,PH211800031950,PrepStain Instr - Sale,PH211800041007,PrepStain Instr Sales,PH211800051012,PrepStain Inst Sales,PREPIHC PROCESSOR,PrepIHC,PREPIHC PROCESSOR-PrepIHC,DS-PREPIHC PROCESSOR,"$92,094 ",5,Matched by Material ID,pyxis
39361,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421000,Microbiology - PC Adjustment,PH211100437650,Microbiology - PC Adjustment,PH211100441379,Microbiology - PC Adjustment,PH211100451675,Microbiology - PC Adjustment,430173,KIESTRA TLA 3.0 MM Inst CO,430173-KIESTRA TLA 3.0 MM Inst CO,DS-430173,"$19,641 ",5,Matched by Material ID,pyxis
39373,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111006,Informatics,PH211100621000,Informatics,PH211100436600,Epicenter,PH211100441290,Epicenter Hardware,PH211100451521,Epicenter Hardware,4471093,FIXED ASSET-EPICENTER WORKSTATION,4471093-FIXED ASSET-EPICENTER WORKSTATION,DS-4471093,"$10,011 ",5,Matched by Material ID,pyxis
39374,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022150,FACSJazz,PH220070032900,FACSJazz Options,PH220070041046,FACSJazz Options,PH220070051190,FACSJazz Other Options and Upgrades,656864,FACSJazz Instrument Table,656864-FACSJazz Instrument Table,BDB-656864,"$9,006 ",5,Matched by Material ID,pyxis
39377,BDI,UCC,Urology and Critical Care,UCC,Urology and Critical Care,2401511,Targeted Temperature Management,PH240151121000,Arctic Sun,PH240151131000,Arctic Sun-Hardware,PH240151141026,Arctic Sun-Hrdware Repl Parts,PH240151151001,Arctic Sun-Hrdware Repl Parts,40308700,MAIN VOLTAGE CIRCUIT CARD,40308700-MAIN VOLTAGE CIRCUIT CARD,UCC-40308700,"$7,357 ",5,Matched by Material ID,pyxis
39379,BLS,BDB,Biosciences,BDB,Biosciences,2200200,Clinical Instruments,PH220055021002,Cytognos Software,PH220055031006,Cytognos Infinicyt,PH220055041022,Cytognos Infinicyt,PH220055051035,Cytognos Licenses,CYT-INF-SWD,Infinicyt without Dongle+5DB,CYT-INF-SWD-Infinicyt without Dongle+5DB,BDB-CYT-INF-SWD,"$6,931 ",5,Classified by ML model,pyxis
40113,BDI,UCC,Urology and Critical Care,UCC,Urology and Critical Care,2401511,Targeted Temperature Management,PH240151121000,Arctic Sun,PH240151131000,Arctic Sun-Hardware,PH240151141026,Arctic Sun-Hrdware Repl Parts,PH240151151001,Arctic Sun-Hrdware Repl Parts,40307401,SPARE PART HEATER ASSY AS5000,40307401-SPARE PART HEATER ASSY AS5000,UCC-40307401,"$1,463 ",5,Matched by Material ID,pyxis
40129,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111460,Lab Automation,PH211146021000,Lab Automation - PC Adjustment,PH211146032150,Lab Automation - PC Adjustment,PH211146041039,Lab Automation - PC Adjustment,PH211146051068,Lab Automation - PC Adjustment,496150,"RACK TYPE 17: 32MM, 14 TUBES","496150-RACK TYPE 17: 32MM, 14 TUBES",DS-496150,"$1,432 ",5,Classified by ML model,pyxis
40471,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111006,Informatics,PH211100621000,Informatics,PH211100436600,Epicenter,PH211100441290,Epicenter Hardware,PH211100451521,Epicenter Hardware,443675,Printer Laser Mono Parallel Packaged,443675-Printer Laser Mono Parallel Packaged,DS-443675,$839 ,5,Matched by Material ID,pyxis
40736,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401110,Oncology,PH240111021005,Vacuum Assisted,PH240111031015,Encor Capital,PH240111041057,Encor Enspire Capital,PH240111051072,Encor Enspire Capital,E4230GEU,ENCOR ENSPIRE FOR GE UPRIGHT,E4230GEU-ENCOR ENSPIRE FOR GE UPRIGHT,PI-E4230GEU, $-   ,5,Matched by Material ID,pyxis
40740,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111460,Lab Automation,PH211146021000,Lab Automation - PC Adjustment,PH211146032150,Lab Automation - PC Adjustment,PH211146041039,Lab Automation - PC Adjustment,PH211146051068,Lab Automation - PC Adjustment,496122,Upgrade Kit Schmersal ReadA,496122-Upgrade Kit Schmersal ReadA,DS-496122, $-   ,5,Classified by ML model,pyxis
40777,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070021950,Accuri,PH220070032300,Accuri Instrument RR,PH220070041015,Accuri Instrument RR,PH220070051146,Accuri Instrument RR,#BDBPLANMAT_ACCURI_RR,Accuri RR Plcmt,#BDBPLANMAT_ACCURI_RR-Accuri RR Plcmt,BDB-#BDBPLANMAT_ACCURI_RR, $-   ,5,Matched by Material ID,pyxis
40812,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022050,FACSAria,PH220070032600,FACSAria Instrument,PH220070041040,FACSAria Instrument,PH220070051182,FACSAria III Instrument,648282C1,ARIA III ACDU 3B/3R/3V/5YG,648282C1-ARIA III ACDU 3B/3R/3V/5YG,BDB-648282C1,"$1,748,145 ",4,Matched by Material ID,pyxis
40813,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022050,FACSAria,PH220070032550,FACSAria Fusion Instrument,PH220070041039,FACSAria Fusion Instrument,PH220070051178,FACSAria Fusion Instrument,656700G5,Fusion 3B/3R/6V/5YG ACDU w/Hood,656700G5-Fusion 3B/3R/6V/5YG ACDU w/Hood,BDB-656700G5,"$1,593,454 ",4,Matched by Material ID,pyxis
40814,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022200,FACSMelody,PH220070032950,FACSMelody Instrument,PH220070041047,FACSMelody Instrument,PH220070051191,FACSMelody Instrument,664337,BD FACSMelody BRYG 8-Color Plate 4way,664337-BD FACSMelody BRYG 8-Color Plate 4way,BDB-664337,"$751,315 ",4,Matched by Material ID,pyxis
40815,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022200,FACSMelody,PH220070032950,FACSMelody Instrument,PH220070041047,FACSMelody Instrument,PH220070051191,FACSMelody Instrument,653870,BD FACSMelody BR 4way,653870-BD FACSMelody BR 4way,BDB-653870,"$533,719 ",4,Matched by Material ID,pyxis
40816,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421550,ID/AST,PH211100435900,BioTyper Instr - Sale,PH211100441247,BioTyper Sales,PH211100451429,LT MALDI-TOF Sales,1890111,MALDI Biotyper sirius IVD System,1890111-MALDI Biotyper sirius IVD System,DS-1890111,"$431,715 ",4,Matched by Material ID,pyxis
40817,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022550,FACSDiscover S8,PH220070034350,FACSDiscover S8 Options,PH220070041079,FACSDiscover S8 Options,PH220070051234,FACSDiscover S8 Options,665775,FACSDiscover Bio-Safety Cabinet JP,665775-FACSDiscover Bio-Safety Cabinet JP,BDB-665775,"$294,891 ",4,Matched by Material ID,pyxis
40820,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401110,Oncology,PH240111021007,Other Biopsy,PH240111031045,CoreLite Capital,PH240111041106,CoreLite Capital,PH240111051121,CoreLite Capital,A4112UK2,CORELITE CAPITAL2- UK,A4112UK2-CORELITE CAPITAL2- UK,PI-A4112UK2,"$164,667 ",4,Classified by ML model,pyxis
